PVSYST 7.4.8
;File;File date;Description
Proje;ERA GES_Project.PRJ;31/07/25 10h50;Depolamali Demo GES;
Cografi konum;New.SIT;31/07/25 10h50;Gümüstarla;Turkey;Europe;;
Hava durumu verileri;Gümü_tarla_MN81_SYN.MET;11/03/25 21h34;Gümüstarla;Meteonorm 8.1 (2005-2013), Sat=% 100;Sentetik;
Simülasyon varyanti;ERA GES_Project.VC0;31/07/25 10h50;Yeni simülasyon varyanti;
Simulation date;;02/08/25 13h45

Simulation:;Saatlik degerler; 01/01/90;'den 31/12/90'ye 

tarih;GlobInc;GlobEff;EArray;E_Grid;E_Avail;PR;EffArrR;EffArrC;EffSysR;EffSysC;EffInvB;EffInvR
     ;W/m²;W/m²;kW;kW;kW;oran;%;%;%;%;%;%

18/04/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
18/04/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
18/04/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
18/04/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
18/04/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
18/04/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
18/04/90 06:00;66,252;36,236;541,77;0;508,78;0,6506;15,69;0;14,734;0;96,117;96,117
18/04/90 07:00;257,04;213,67;2749,4;1438,1;2693,8;0,8879;20,523;0;20,108;0;98,662;98,662
18/04/90 08:00;473,94;435,92;5384,6;4034;5289,7;0,9456;21,799;0;21,414;0;98,967;98,967
18/04/90 09:00;668,84;629,96;7533,4;6136,5;7392,2;0,9364;21,61;0;21,205;0;99;99
18/04/90 10:00;830,48;792,6;9219,3;7778,6;9034,3;0,9217;21,299;0;20,872;0;99;99
18/04/90 11:00;905,23;863,58;9928,7;8468;9723,7;0,9101;21,044;0;20,61;0;99;99
18/04/90 12:00;945,31;903,18;10293;8821,7;10077;0,9032;20,891;0;20,454;0;99;99
18/04/90 13:00;898,9;857,99;9811,3;8354;9609,7;0,9057;20,942;0;20,511;0;99;99
18/04/90 14:00;791;752,27;8717,2;7290,2;8545,9;0,9154;21,145;0;20,729;0;99;99
18/04/90 15:00;596,66;558,65;6634,4;5258,7;6514,4;0,925;21,334;0;20,948;0;99;99
18/04/90 16:00;424,11;383,77;4673,5;3334,8;4590,5;0,9171;21,143;0;20,768;0;98,919;98,919
18/04/90 17:00;206,95;163,99;2087;783,43;2039,1;0,8348;19,349;0;18,905;0;98,463;98,463
18/04/90 18:00;22,712;19,827;223,31;0;181,89;0,6785;18,865;0;15,366;0;86,7;86,7
18/04/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
18/04/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
18/04/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
18/04/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
18/04/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
19/04/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
19/04/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
19/04/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
19/04/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
19/04/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
19/04/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
19/04/90 06:00;72,627;40,008;600,65;0;567,18;0,6617;15,868;0;14,984;0;96,427;96,427
19/04/90 07:00;292,28;242,09;3096,9;1781,1;3036,8;0,8803;20,329;0;19,935;0;98,732;98,732
19/04/90 08:00;537,46;497,08;6076,1;4712,7;5968,4;0,9408;21,691;0;21,306;0;98,999;98,999
19/04/90 09:00;761,41;721,66;8508,9;7087,4;8343,1;0,9284;21,441;0;21,024;0;99;99
19/04/90 10:00;931,07;891,89;10210;8741,3;9997;0,9097;21,04;0;20,601;0;99;99
19/04/90 11:00;1034,9;992,44;10990;9497,5;10753;0,8803;20,375;0;19,936;0;97,676;99
19/04/90 12:00;1066,7;1023,8;11111;9614,8;10871;0,8634;19,985;0;19,552;0;96,41;99
19/04/90 13:00;1022,1;980,16;10878;9388,6;10644;0,8824;20,42;0;19,982;0;98,366;99
19/04/90 14:00;908,24;869,17;9844,7;8386,4;9642,1;0,8995;20,797;0;20,369;0;99;99
19/04/90 15:00;726,65;686,19;7974,4;6566,6;7822,3;0,912;21,056;0;20,654;0;99;99
19/04/90 16:00;491,79;446,77;5362,2;4011,9;5267,6;0,9075;20,92;0;20,551;0;98,966;98,966
19/04/90 17:00;238,06;187,32;2376,8;1070;2325,7;0,8277;19,156;0;18,744;0;98,564;98,564
19/04/90 18:00;25,452;22,184;252,34;0;214,84;0,7152;19,023;0;16,195;0;89,788;89,788
19/04/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
19/04/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
19/04/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
19/04/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
19/04/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
20/04/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
20/04/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
20/04/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
20/04/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
20/04/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
20/04/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
20/04/90 06:00;71,678;45,308;647,64;0;613,78;0,7255;17,336;0;16,43;0;96,635;96,635
20/04/90 07:00;256,44;214,08;2747,4;1436,1;2691,8;0,8893;20,556;0;20,14;0;98,661;98,661
20/04/90 08:00;483,61;446,2;5500,8;4148,1;5403,8;0,9467;21,824;0;21,439;0;98,974;98,974
20/04/90 09:00;681,49;642,49;7679,7;6279,3;7535;0,9368;21,621;0;21,214;0;99;99
20/04/90 10:00;815,07;776,76;9072,1;7635,4;8891,1;0,9242;21,355;0;20,929;0;99;99
20/04/90 11:00;906,19;864,39;9927,1;8466,4;9722,1;0,909;21,018;0;20,584;0;99;99
20/04/90 12:00;956,95;914,93;10388;8913,6;10169;0,9004;20,827;0;20,389;0;99;99
20/04/90 13:00;897,17;856,1;9788,5;8331,8;9587,5;0,9054;20,933;0;20,504;0;99;99
20/04/90 14:00;798,59;759,24;8803,3;7373,9;8629,6;0,9155;21,15;0;20,733;0;99;99
20/04/90 15:00;635,54;597,87;7063,5;5677,9;6933,6;0,9243;21,324;0;20,932;0;99;99
20/04/90 16:00;413,77;374,28;4575;3237,8;4493,5;0,9201;21,214;0;20,836;0;98,911;98,911
20/04/90 17:00;201,59;160,65;2053,2;749,98;2005,7;0,843;19,542;0;19,09;0;98,45;98,45
20/04/90 18:00;24,412;21,287;243,91;0;205,27;0,7124;19,17;0;16,133;0;88,967;88,967
20/04/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
20/04/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
20/04/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
20/04/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
20/04/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
21/04/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
21/04/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
21/04/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
21/04/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
21/04/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
21/04/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
21/04/90 06:00;74,512;47,148;682,17;0;648,02;0,7368;17,566;0;16,686;0;96,769;96,769
21/04/90 07:00;271,26;226,15;2931;1617,4;2873,1;0,8974;20,731;0;20,322;0;98,7;98,7
21/04/90 08:00;506,72;468,46;5811,8;4453,5;5709,2;0,9546;22,006;0;21,618;0;98,991;98,991
21/04/90 09:00;681,17;642,63;7752,9;6350,6;7606,3;0,9461;21,838;0;21,425;0;99;99
21/04/90 10:00;813,68;775,25;9150,4;7711,7;8967,4;0,9337;21,577;0;21,145;0;99;99
21/04/90 11:00;886,7;843,64;9825,2;8367,5;9623,2;0,9195;21,26;0;20,823;0;99;99
21/04/90 12:00;948,86;906,63;10437;8961;10217;0,9123;21,104;0;20,659;0;99;99
21/04/90 13:00;910,79;869,95;10043;8578,8;9834,5;0,9148;21,156;0;20,717;0;99;99
21/04/90 14:00;795,81;758,34;8871,1;7439,9;8695,6;0,9258;21,388;0;20,965;0;99;99
21/04/90 15:00;628,45;590,22;7066,8;5681,1;6936,8;0,9352;21,575;0;21,178;0;99;99
21/04/90 16:00;427,92;387,81;4778,9;3438,4;4694,1;0,9294;21,427;0;21,047;0;98,927;98,927
21/04/90 17:00;200,27;157,43;2030,5;727,58;1983,3;0,839;19,453;0;19;0;98,441;98,441
21/04/90 18:00;31,953;24,253;347,02;0;315,58;0,8368;20,837;0;18,949;0;94,338;94,338
21/04/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
21/04/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
21/04/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
21/04/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
21/04/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
22/04/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
22/04/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
22/04/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
22/04/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
22/04/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
22/04/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
22/04/90 06:00;78,958;49,07;712,46;0;678,05;0,7276;17,313;0;16,477;0;96,876;96,876
22/04/90 07:00;282,74;235,59;3009;1694,4;2950,1;0,884;20,419;0;20,019;0;98,716;98,716
22/04/90 08:00;520,8;481,84;5878,5;4519;5774,7;0,9394;21,657;0;21,275;0;98,993;98,993
22/04/90 09:00;726,45;687,48;8112,3;6701;7956,8;0,928;21,426;0;21,015;0;99;99
22/04/90 10:00;879,72;841,5;9658,1;8205,2;9460,9;0,9112;21,064;0;20,634;0;99;99
22/04/90 11:00;965,21;923,66;10419;8943,8;10199;0,8953;20,711;0;20,275;0;99;99
22/04/90 12:00;995,55;953,71;10663;9180,3;10436;0,8881;20,55;0;20,113;0;99;99
22/04/90 13:00;947,84;906,98;10181;8713;9968,7;0,8911;20,609;0;20,179;0;99;99
22/04/90 14:00;828,71;790,64;8987,9;7553,6;8809,3;0,9006;20,809;0;20,396;0;99;99
22/04/90 15:00;652,29;614,36;7146,9;5759,3;7015;0,9112;21,022;0;20,634;0;99;99
22/04/90 16:00;437,47;396,88;4760,3;3420,2;4675,9;0,9056;20,878;0;20,508;0;98,925;98,925
22/04/90 17:00;208,92;163,27;2063,5;760,21;2015,9;0,8175;18,951;0;18,514;0;98,454;98,454
22/04/90 18:00;31,677;22,868;340,44;0;309,06;0,8266;20,62;0;18,719;0;94,242;94,242
22/04/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
22/04/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
22/04/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
22/04/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
22/04/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
23/04/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
23/04/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
23/04/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
23/04/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
23/04/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
23/04/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
23/04/90 06:00;32,769;28,729;340,49;0;309,1;0,7992;19,936;0;18,098;0;94,243;94,243
23/04/90 07:00;164,83;141,71;1794,4;494,02;1749,7;0,8994;20,887;0;20,367;0;98,329;98,329
23/04/90 08:00;215,81;189,79;2378,9;1072;2327,8;0,9139;21,15;0;20,695;0;98,564;98,564
23/04/90 09:00;428,81;390,32;4760,2;3420;4675,7;0,9238;21,299;0;20,921;0;98,925;98,925
23/04/90 10:00;514,97;473,4;5683,5;4327,5;5583,2;0,9186;21,175;0;20,802;0;98,984;98,984
23/04/90 11:00;449,16;406,15;4915,8;3573,1;4828,8;0,9109;20,999;0;20,627;0;98,937;98,937
23/04/90 12:00;317,14;284,81;3465,8;2145,1;3400,8;0,9085;20,968;0;20,574;0;98,791;98,791
23/04/90 13:00;685,59;641,99;7519,9;6123,3;7379,1;0,9119;21,045;0;20,651;0;99;99
23/04/90 14:00;468,87;429,44;5148,3;3801,8;5057,5;0,9139;21,067;0;20,695;0;98,953;98,953
23/04/90 15:00;255,46;227,55;2795,6;1483,7;2739,4;0,9085;20,997;0;20,575;0;98,672;98,672
23/04/90 16:00;32,413;28,157;317,84;0;286,62;0,7492;18,814;0;16,967;0;93,884;93,884
23/04/90 17:00;93,22;80,792;1001,9;0;964,99;0,877;20,622;0;19,861;0;97,572;97,572
23/04/90 18:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
23/04/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
23/04/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
23/04/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
23/04/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
23/04/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
24/04/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
24/04/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
24/04/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
24/04/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
24/04/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
24/04/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
24/04/90 06:00;73,95;49,533;689,45;0;655,24;0,7507;17,888;0;17,001;0;96,796;96,796
24/04/90 07:00;247,98;208,86;2633,9;1324;2579,7;0,8814;20,379;0;19,96;0;98,634;98,634
24/04/90 08:00;444,38;407,52;4948,8;3605,6;4861,3;0,9268;21,367;0;20,989;0;98,939;98,939
24/04/90 09:00;635,15;595,77;7004,7;5620,4;6876,2;0,9172;21,16;0;20,771;0;99;99
24/04/90 10:00;798,81;758,01;8661,9;7236,3;8492;0,9007;20,805;0;20,397;0;99;99
24/04/90 11:00;848,13;804,54;9098,7;7661,3;8917;0,8908;20,583;0;20,172;0;99;99
24/04/90 12:00;835,79;791,93;8930,8;7498;8753,7;0,8874;20,502;0;20,095;0;99;99
24/04/90 13:00;818,09;776,11;8744,1;7316,4;8572,1;0,8878;20,508;0;20,104;0;99;99
24/04/90 14:00;732,51;692,73;7891,7;6486;7741,7;0,8954;20,671;0;20,278;0;99;99
24/04/90 15:00;626,35;587,79;6803,3;5423,7;6679,4;0,9035;20,84;0;20,461;0;99;99
24/04/90 16:00;393,14;354,46;4244,3;2912,3;4168;0,8982;20,713;0;20,341;0;98,882;98,882
24/04/90 17:00;189,78;151,07;1885,3;583,9;1839,6;0,8213;19,06;0;18,598;0;98,375;98,375
24/04/90 18:00;35,935;28,192;375,73;0;344,07;0,8112;20,061;0;18,371;0;94,716;94,716
24/04/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
24/04/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
24/04/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
24/04/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
24/04/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
25/04/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
25/04/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
25/04/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
25/04/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
25/04/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
25/04/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
25/04/90 06:00;50,143;43,426;530,38;0;497,49;0,8406;20,294;0;19,036;0;96,049;96,049
25/04/90 07:00;142,47;123,37;1552,4;254,46;1510,2;0,898;20,905;0;20,337;0;98,18;98,18
25/04/90 08:00;115,93;101,06;1242,6;0;1203,5;0,8795;20,566;0;19,918;0;97,904;97,904
25/04/90 09:00;185,76;162,7;2015,1;712,3;1968;0,8976;20,813;0;20,327;0;98,434;98,434
25/04/90 10:00;263,56;232,55;2859,4;1546,7;2802,4;0,9009;20,816;0;20,401;0;98,686;98,686
25/04/90 11:00;522,86;476,64;5713,3;4356,8;5612,6;0,9095;20,965;0;20,596;0;98,986;98,986
25/04/90 12:00;462,27;418,1;5032,4;3687,7;4943,4;0,906;20,887;0;20,518;0;98,945;98,945
25/04/90 13:00;481,03;437,1;5238,9;3890,8;5146,5;0,9065;20,896;0;20,528;0;98,958;98,958
25/04/90 14:00;526,35;484,56;5766,4;4409;5664,7;0,9118;21,02;0;20,649;0;98,988;98,988
25/04/90 15:00;343,51;308,62;3752,8;2428,1;3683,8;0,9086;20,961;0;20,575;0;98,829;98,829
25/04/90 16:00;157,6;137,7;1694,5;395,15;1650,9;0,8875;20,629;0;20,098;0;98,273;98,273
25/04/90 17:00;96,494;83,605;1031,2;0;993,98;0,8727;20,504;0;19,764;0;97,621;97,621
25/04/90 18:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
25/04/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
25/04/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
25/04/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
25/04/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
25/04/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
26/04/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
26/04/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
26/04/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
26/04/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
26/04/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
26/04/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
26/04/90 06:00;105,38;64,331;949,37;0;912,9;0,7339;17,285;0;16,621;0;97,477;97,477
26/04/90 07:00;326,19;274,43;3462;2141,3;3397,1;0,8824;20,364;0;19,982;0;98,79;98,79
26/04/90 08:00;259,47;230,66;2860,5;1547,8;2803,5;0,9154;21,152;0;20,73;0;98,686;98,686
26/04/90 09:00;303,33;268,46;3309,3;1990,7;3246,4;0,9068;20,933;0;20,535;0;98,767;98,767
26/04/90 10:00;422,52;383,08;4631,4;3293,4;4549,1;0,9122;21,031;0;20,657;0;98,915;98,915
26/04/90 11:00;922,98;877,19;9945,5;8484,3;9740;0,8941;20,674;0;20,247;0;99;99
26/04/90 12:00;666,2;618,07;7215,6;5826,4;7082,1;0,9007;20,781;0;20,397;0;99;99
26/04/90 13:00;701,34;656,43;7598,2;6199,8;7455,5;0,9007;20,787;0;20,396;0;99;99
26/04/90 14:00;565,28;522,07;6155,3;4790,2;6045,9;0,9062;20,892;0;20,521;0;99;99
26/04/90 15:00;437,59;398,12;4778,7;3438,2;4693,9;0,9088;20,952;0;20,581;0;98,927;98,927
26/04/90 16:00;304,37;271,04;3314,6;1995,9;3251,6;0,9051;20,894;0;20,498;0;98,768;98,768
26/04/90 17:00;66,964;58,31;701,51;0;667,19;0,8441;20,1;0;19,116;0;96,838;96,838
26/04/90 18:00;23,296;20,365;228,46;0;187,73;0,6828;18,816;0;15,462;0;87,304;87,304
26/04/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
26/04/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
26/04/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
26/04/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
26/04/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
27/04/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
27/04/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
27/04/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
27/04/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
27/04/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
27/04/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
27/04/90 06:00;10,113;9,0019;87,882;0;28,148;0,2358;16,673;0;5,34;0;45,327;45,327
27/04/90 07:00;42,687;37,231;441,55;0;409,37;0,8125;19,846;0;18,4;0;95,397;95,397
27/04/90 08:00;40,499;35,156;408,35;0;376,43;0,7875;19,346;0;17,833;0;95,081;95,081
27/04/90 09:00;54,209;47,068;553,52;0;520,43;0,8134;19,591;0;18,42;0;96,184;96,184
27/04/90 10:00;192,75;169,11;2088,8;785,18;2040,9;0,8971;20,792;0;20,316;0;98,464;98,464
27/04/90 11:00;188,25;165,48;2031,4;728,46;1984,2;0,893;20,704;0;20,223;0;98,441;98,441
27/04/90 12:00;727,91;676,42;7992,6;6584,3;7840,1;0,9125;21,067;0;20,665;0;99;99
27/04/90 13:00;1141,2;1089,3;11111;9614,8;10871;0,807;18,681;0;18,276;0;90,98;99
27/04/90 14:00;863,54;824,52;9391,7;7946,3;9202;0,9028;20,867;0;20,445;0;99;99
27/04/90 15:00;699,17;658,35;7656;6256,1;7511,8;0,9103;21,009;0;20,614;0;99;99
27/04/90 16:00;324,43;289,14;3532;2210,4;3466,1;0,9052;20,888;0;20,498;0;98,8;98,8
27/04/90 17:00;171,88;142,39;1791,4;491,05;1746,8;0,861;19,997;0;19,498;0;98,328;98,328
27/04/90 18:00;39,74;33,694;412,64;0;380,69;0,8116;19,922;0;18,38;0;95,125;95,125
27/04/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
27/04/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
27/04/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
27/04/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
27/04/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
28/04/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
28/04/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
28/04/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
28/04/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
28/04/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
28/04/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
28/04/90 06:00;86,095;53,768;788,53;0;753,47;0,7415;17,573;0;16,791;0;97,109;97,109
28/04/90 07:00;286,29;240,88;3060,7;1745,4;3001,2;0,8881;20,512;0;20,113;0;98,725;98,725
28/04/90 08:00;514,14;475,55;5782;4424,3;5680;0,936;21,577;0;21,196;0;98,989;98,989
28/04/90 09:00;703,46;664,01;7835,3;6430,9;7686,7;0,9258;21,37;0;20,965;0;99;99
28/04/90 10:00;867,54;828,4;9502,9;8054,4;9310,1;0,9092;21,017;0;20,59;0;99;99
28/04/90 11:00;968,68;927,02;10433;8957,4;10213;0,8933;20,664;0;20,229;0;99;99
28/04/90 12:00;1000;958,32;10692;9208,7;10464;0,8865;20,513;0;20,077;0;99;99
28/04/90 13:00;951,56;910,69;10204;8735,6;9991,3;0,8896;20,575;0;20,146;0;99;99
28/04/90 14:00;833,04;794,9;9041,9;7606,1;8861,9;0,9013;20,825;0;20,411;0;99;99
28/04/90 15:00;659,8;621,68;7245,2;5855,3;7111;0,9131;21,069;0;20,678;0;99;99
28/04/90 16:00;439,21;398,48;4802,8;3461,9;4717,7;0,91;20,981;0;20,609;0;98,929;98,929
28/04/90 17:00;218,8;170,98;2177,6;873,04;2128,7;0,8243;19,096;0;18,667;0;98,498;98,498
28/04/90 18:00;40,32;28,888;436,77;0;404,63;0,8503;20,784;0;19,255;0;95,355;95,355
28/04/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
28/04/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
28/04/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
28/04/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
28/04/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
29/04/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
29/04/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
29/04/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
29/04/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
29/04/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
29/04/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
29/04/90 06:00;48,414;42,089;509,85;0;477,12;0,835;20,206;0;18,909;0;95,918;95,918
29/04/90 07:00;118,62;103,1;1283,7;0;1244,2;0,8887;20,764;0;20,125;0;97,949;97,949
29/04/90 08:00;228,99;201,35;2492,5;1184,3;2440;0,9028;20,884;0;20,444;0;98,597;98,597
29/04/90 09:00;327,94;293,25;3569,7;2247,6;3503,3;0,9051;20,885;0;20,496;0;98,805;98,805
29/04/90 10:00;400,49;360,6;4335,6;3002,2;4257,9;0,9008;20,771;0;20,399;0;98,89;98,89
29/04/90 11:00;492,74;447,78;5304,7;3955,5;5211,2;0,896;20,656;0;20,291;0;98,962;98,962
29/04/90 12:00;468,36;423,63;5029;3684,4;4940,1;0,8936;20,601;0;20,237;0;98,945;98,945
29/04/90 13:00;419,23;377,87;4498,8;3162,9;4418,6;0,893;20,589;0;20,222;0;98,905;98,905
29/04/90 14:00;334,17;296,31;3564,6;2242,6;3498,3;0,8869;20,467;0;20,085;0;98,804;98,804
29/04/90 15:00;265,64;234,34;2841,1;1528,6;2784,4;0,888;20,521;0;20,111;0;98,682;98,682
29/04/90 16:00;224,89;197,32;2413,8;1106,5;2362,2;0,89;20,594;0;20,154;0;98,575;98,575
29/04/90 17:00;135,88;115,44;1429,1;132,4;1388,1;0,8655;20,179;0;19,6;0;98,085;98,085
29/04/90 18:00;39,429;33,712;405,7;0;373,8;0,8032;19,742;0;18,19;0;95,054;95,054
29/04/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
29/04/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
29/04/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
29/04/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
29/04/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
30/04/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
30/04/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
30/04/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
30/04/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
30/04/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
30/04/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
