PVSYST 7.4.8
;File;File date;Description
Proje;ERA GES_Project.PRJ;31/07/25 10h50;Depolamali Demo GES;
Cografi konum;New.SIT;31/07/25 10h50;Gümüstarla;Turkey;Europe;;
Hava durumu verileri;Gümü_tarla_MN81_SYN.MET;11/03/25 21h34;Gümüstarla;Meteonorm 8.1 (2005-2013), Sat=% 100;Sentetik;
Simülasyon varyanti;ERA GES_Project.VC0;31/07/25 10h50;Yeni simülasyon varyanti;
Simulation date;;02/08/25 13h45

Simulation:;Saatlik degerler; 01/01/90;'den 31/12/90'ye 

tarih;GlobInc;GlobEff;EArray;E_Grid;E_Avail;PR;EffArrR;EffArrC;EffSysR;EffSysC;EffInvB;EffInvR
     ;W/m²;W/m²;kW;kW;kW;oran;%;%;%;%;%;%

01/01/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
01/01/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
01/01/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
01/01/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
01/01/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
01/01/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
01/01/90 06:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
01/01/90 07:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
01/01/90 08:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
01/01/90 09:00;244,44;195,73;2146;841,76;2097,5;0,727;16,844;0;16,463;0;98,486;98,486
01/01/90 10:00;315,93;278,17;3117,3;1801,3;3057;0,8198;18,931;0;18,565;0;98,735;98,735
01/01/90 11:00;383,42;341,97;3979,8;2651,7;3907,4;0,8634;19,915;0;19,553;0;98,855;98,855
01/01/90 12:00;246,63;218,76;2735;1423,8;2679,5;0,9205;21,277;0;20,846;0;98,658;98,658
01/01/90 13:00;279,12;246,62;2982,3;1668;2923,7;0,8875;20,501;0;20,098;0;98,71;98,71
01/01/90 14:00;187,01;163,89;2005,6;702,96;1958,7;0,8874;20,577;0;20,095;0;98,43;98,43
01/01/90 15:00;125,68;103,91;1267,8;0;1228,4;0,8281;19,355;0;18,753;0;97,932;97,932
01/01/90 16:00;24,939;21,91;258,92;0;222,3;0,7552;19,92;0;17,103;0;90,392;90,392
01/01/90 17:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
01/01/90 18:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
01/01/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
01/01/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
01/01/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
01/01/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
01/01/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
02/01/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
02/01/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
02/01/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
02/01/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
02/01/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
02/01/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
02/01/90 06:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
02/01/90 07:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
02/01/90 08:00;213,23;121,95;1241,6;0;1202,4;0,4778;11,172;0;10,819;0;97,903;97,903
02/01/90 09:00;299,4;238,17;2514;1205,6;2461,3;0,6965;16,111;0;15,773;0;98,603;98,603
02/01/90 10:00;267,82;235,78;2662,1;1351,8;2607,5;0,8249;19,071;0;18,68;0;98,641;98,641
02/01/90 11:00;156,28;136,75;1743,5;443,64;1699,4;0,9213;21,406;0;20,863;0;98,301;98,301
02/01/90 12:00;339,61;304,55;3693,5;2369,6;3625,3;0,9044;20,867;0;20,482;0;98,821;98,821
02/01/90 13:00;323,73;287,41;3399,1;2079,3;3335;0,8728;20,146;0;19,766;0;98,781;98,781
02/01/90 14:00;119,18;103,94;1333,1;37,351;1293,1;0,9192;21,461;0;20,816;0;97,998;97,998
02/01/90 15:00;414,5;317,63;3260;1942,1;3197,8;0,6536;15,09;0;14,802;0;98,759;98,759
02/01/90 16:00;227,83;79,077;790,88;0;755,81;0,2811;6,6604;0;6,365;0;97,115;97,115
02/01/90 17:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
02/01/90 18:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
02/01/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
02/01/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
02/01/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
02/01/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
02/01/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
03/01/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
03/01/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
03/01/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
03/01/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
03/01/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
03/01/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
03/01/90 06:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
03/01/90 07:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
03/01/90 08:00;219,98;119,54;1130,4;0;1092,3;0,4207;9,8591;0;9,5266;0;97,767;97,767
03/01/90 09:00;460,61;357,73;3360,5;2041,2;3296,9;0,6064;13,998;0;13,733;0;98,775;98,775
03/01/90 10:00;633,18;562,52;4887,6;3545,4;4801,1;0,6424;14,81;0;14,548;0;98,935;98,935
03/01/90 11:00;733,35;664,05;6781,7;5402,6;6658,3;0,7692;17,743;0;17,42;0;99;99
03/01/90 12:00;758,71;696,67;7486,2;6090,5;7346,2;0,8203;18,932;0;18,577;0;99;99
03/01/90 13:00;724,21;653,25;6534,7;5161,3;6417;0,7507;17,313;0;17,001;0;99;99
03/01/90 14:00;624,88;555,49;4632,6;3294,5;4550,2;0,6169;14,224;0;13,971;0;98,916;98,916
03/01/90 15:00;442,22;334,53;3157,3;1840,8;3096,5;0,5933;13,699;0;13,435;0;98,742;98,742
03/01/90 16:00;219,18;67,562;605,26;0;571,75;0,221;5,2983;0;5,005;0;96,449;96,449
03/01/90 17:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
03/01/90 18:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
03/01/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
03/01/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
03/01/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
03/01/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
03/01/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
04/01/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
04/01/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
04/01/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
04/01/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
04/01/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
04/01/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
04/01/90 06:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
04/01/90 07:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
04/01/90 08:00;216,57;118,17;1114,5;0;1076,5;0,4211;9,8733;0;9,5369;0;97,745;97,745
04/01/90 09:00;449,22;349,59;3277,1;1958,9;3214,6;0,6063;13,997;0;13,73;0;98,762;98,762
04/01/90 10:00;622,83;553,8;4817,4;3476,4;4732,1;0,6437;14,84;0;14,578;0;98,93;98,93
04/01/90 11:00;720,33;652,83;6673,3;5296,7;6552,4;0,7707;17,775;0;17,453;0;99;99
04/01/90 12:00;758,81;698,08;7514,2;6117,8;7373,5;0,8233;19;0;18,644;0;99;99
04/01/90 13:00;667,49;602,65;6164;4798,7;6054,4;0,7685;17,718;0;17,403;0;99;99
04/01/90 14:00;541,11;481,11;4261,4;2929,1;4184,8;0,6552;15,11;0;14,839;0;98,883;98,883
04/01/90 15:00;340,68;262,55;2630,2;1320,3;2576;0,6406;14,813;0;14,508;0;98,633;98,633
04/01/90 16:00;157,33;59,156;602,47;0;568,98;0,3064;7,3474;0;6,939;0;96,436;96,436
04/01/90 17:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
04/01/90 18:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
04/01/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
04/01/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
04/01/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
04/01/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
04/01/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
05/01/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
05/01/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
05/01/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
05/01/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
05/01/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
05/01/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
05/01/90 06:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
05/01/90 07:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
05/01/90 08:00;212,48;122,65;1235,5;0;1196,4;0,4771;11,157;0;10,803;0;97,896;97,896
05/01/90 09:00;262,52;210,99;2276,8;971,05;2226,8;0,7187;16,64;0;16,274;0;98,532;98,532
05/01/90 10:00;267,6;235,9;2665,5;1355,2;2610,9;0,8266;19,111;0;18,72;0;98,642;98,642
05/01/90 11:00;495,19;445,62;4928,5;3585,6;4841,3;0,8283;19,096;0;18,758;0;98,938;98,938
05/01/90 12:00;386,45;348,51;4128,6;2798,4;4054,1;0,8888;20,498;0;20,128;0;98,87;98,87
05/01/90 13:00;182,49;160,06;1992,7;690,15;1945,9;0,9034;20,95;0;20,458;0;98,424;98,424
05/01/90 14:00;96,372;83,98;1056,4;0;1018,9;0,8958;21,031;0;20,286;0;97,661;97,661
05/01/90 15:00;54,655;47,545;589,63;0;556,25;0,8623;20,699;0;19,527;0;96,374;96,374
05/01/90 16:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
05/01/90 17:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
05/01/90 18:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
05/01/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
05/01/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
05/01/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
05/01/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
05/01/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
06/01/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
06/01/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
06/01/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
06/01/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
06/01/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
06/01/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
06/01/90 06:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
06/01/90 07:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
06/01/90 08:00;124,82;73,082;747,84;0;713,13;0,4841;11,495;0;10,962;0;96,99;96,99
06/01/90 09:00;18,13;15,634;175,43;0;127,54;0,596;18,566;0;13,498;0;79,373;79,373
06/01/90 10:00;192,01;168,62;2015,5;712,73;1968,4;0,8686;20,14;0;19,67;0;98,434;98,434
06/01/90 11:00;556,45;502,41;5532,3;4179,1;5434,8;0,8275;19,076;0;18,739;0;98,976;98,976
06/01/90 12:00;475,56;432,61;5019,7;3675,3;4931;0,8785;20,252;0;19,894;0;98,944;98,944
06/01/90 13:00;676,45;611,93;6389,9;5019,7;6275,4;0,786;18,124;0;17,799;0;99;99
06/01/90 14:00;581,76;518,41;4503,3;3167,3;4423;0,6441;14,852;0;14,587;0;98,905;98,905
06/01/90 15:00;392,42;303,07;2915;1601,6;2857,3;0,6169;14,252;0;13,97;0;98,697;98,697
06/01/90 16:00;196,63;75,084;740,38;0;705,74;0,3041;7,2244;0;6,8863;0;96,967;96,967
06/01/90 17:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
06/01/90 18:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
06/01/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
06/01/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
06/01/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
06/01/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
06/01/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
07/01/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
07/01/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
07/01/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
07/01/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
07/01/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
07/01/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
07/01/90 06:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
07/01/90 07:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
07/01/90 08:00;149,07;85,268;839,94;0;804,44;0,4572;10,811;0;10,354;0;97,242;97,242
07/01/90 09:00;372,81;294,74;2946,8;1633;2888,7;0,6565;15,165;0;14,866;0;98,703;98,703
07/01/90 10:00;683,83;609,09;5659;4303,5;5559,2;0,6888;15,878;0;15,598;0;98,983;98,983
07/01/90 11:00;697,08;633,11;6716,8;5339,2;6594,9;0,8016;18,487;0;18,152;0;99;99
07/01/90 12:00;516,61;471,29;5465;4112,9;5368,6;0,8805;20,296;0;19,939;0;98,972;98,972
07/01/90 13:00;267,73;237,56;2857;1544,3;2800;0,8861;20,474;0;20,066;0;98,685;98,685
07/01/90 14:00;28,995;25,008;291,84;0;259,62;0,7586;19,312;0;17,179;0;92,987;92,987
07/01/90 15:00;18,114;15,627;174,61;0;126,61;0,5922;18,495;0;13,411;0;79,212;79,212
07/01/90 16:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
07/01/90 17:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
07/01/90 18:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
07/01/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
07/01/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
07/01/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
07/01/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
07/01/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
08/01/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
08/01/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
08/01/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
08/01/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
08/01/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
08/01/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
08/01/90 06:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
08/01/90 07:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
08/01/90 08:00;263,63;142,19;1254,9;0;1215,7;0,3907;9,1335;0;8,8476;0;97,918;97,918
08/01/90 09:00;480,39;383,07;3914,4;2587,3;3843;0,6778;15,634;0;15,349;0;98,848;98,848
08/01/90 10:00;315,77;279,52;3024,8;1709,9;2965,6;0,7957;18,379;0;18,019;0;98,718;98,718
08/01/90 11:00;287,78;255,77;3106,1;1790,2;3046;0,8967;20,709;0;20,307;0;98,733;98,733
08/01/90 12:00;265,54;237,27;2921,8;1608,2;2864;0,9138;21,111;0;20,694;0;98,698;98,698
08/01/90 13:00;66,248;57,481;713,48;0;679,07;0,8685;20,664;0;19,667;0;96,879;96,879
08/01/90 14:00;133,83;116,88;1492,2;194,87;1450,6;0,9183;21,392;0;20,796;0;98,135;98,135
08/01/90 15:00;122,67;103,29;1271,2;0;1231,7;0,8507;19,882;0;19,265;0;97,935;97,935
08/01/90 16:00;97,379;47,821;522,2;0;489,37;0,4258;10,289;0;9,6421;0;95,998;95,998
08/01/90 17:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
08/01/90 18:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
08/01/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
08/01/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
08/01/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
08/01/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
08/01/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
09/01/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
09/01/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
09/01/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
09/01/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
09/01/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
09/01/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
09/01/90 06:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
09/01/90 07:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
09/01/90 08:00;187,22;105,33;1004,5;0;967,57;0,4379;10,295;0;9,916;0;97,577;97,577
09/01/90 09:00;379,45;300,58;2951,8;1637,9;2893,6;0,6461;14,926;0;14,631;0;98,704;98,704
09/01/90 10:00;565,49;505,38;4642,4;3304,2;4559,9;0,6832;15,751;0;15,471;0;98,916;98,916
09/01/90 11:00;639,73;582,52;6229,9;4863,2;6118,9;0,8104;18,684;0;18,352;0;99;99
09/01/90 12:00;755,7;700,82;7708;6306,9;7562,6;0,8479;19,57;0;19,201;0;99;99
09/01/90 13:00;717,3;653,57;6775,7;5396,7;6652,5;0,7858;18,124;0;17,794;0;99;99
09/01/90 14:00;456,93;407,06;3989,9;2661,7;3917,4;0,7264;16,754;0;16,45;0;98,856;98,856
09/01/90 15:00;392,85;308,44;2939,9;1626,1;2881,8;0,6215;14,358;0;14,075;0;98,702;98,702
09/01/90 16:00;147,65;61,34;601,8;0;568,32;0,3261;7,8201;0;7,385;0;96,433;96,433
09/01/90 17:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
09/01/90 18:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
09/01/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
09/01/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
09/01/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
09/01/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
09/01/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
10/01/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
10/01/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
10/01/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
10/01/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
10/01/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
10/01/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
10/01/90 06:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
10/01/90 07:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
10/01/90 08:00;252,48;137,74;1221,2;0;1182,2;0,3967;9,2799;0;8,9838;0;97,88;97,88
10/01/90 09:00;496,85;392,52;3694,4;2370,5;3626,2;0,6183;14,266;0;14,003;0;98,821;98,821
10/01/90 10:00;678,19;607,27;5382,2;4031,6;5287,3;0,6605;15,227;0;14,958;0;98,967;98,967
10/01/90 11:00;796,08;728,12;7584,9;6186,8;7442,5;0,7921;18,281;0;17,937;0;99;99
10/01/90 12:00;834,88;777,26;8528,2;7106,2;8361,9;0,8486;19,599;0;19,217;0;99;99
10/01/90 13:00;797,24;728,73;7531,8;6135;7390,7;0,7854;18,126;0;17,787;0;99;99
10/01/90 14:00;675,43;604,8;5282,1;3933,3;5189;0,6509;15,005;0;14,74;0;98,961;98,961
10/01/90 15:00;491,61;387,03;3600;2277,4;3533,1;0,6089;14,05;0;13,789;0;98,809;98,809
10/01/90 16:00;252,81;95,101;839,83;0;804,33;0,2696;6,3738;0;6,1044;0;97,242;97,242
10/01/90 17:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
10/01/90 18:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
10/01/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
10/01/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
10/01/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
10/01/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
10/01/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
11/01/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
11/01/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
11/01/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
11/01/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
11/01/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
11/01/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
11/01/90 06:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
11/01/90 07:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
11/01/90 08:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
11/01/90 09:00;46,766;40,595;508,42;0;475,7;0,8618;20,859;0;19,516;0;95,909;95,909
11/01/90 10:00;138,45;120,99;1562,8;264,83;1520,5;0,9305;21,658;0;21,072;0;98,187;98,187
11/01/90 11:00;271,5;241,44;2985,2;1670,9;2926,6;0,9133;21,096;0;20,682;0;98,711;98,711
11/01/90 12:00;305,42;274,15;3409,1;2089,1;3344,9;0,9279;21,416;0;21,013;0;98,782;98,782
11/01/90 13:00;252,82;224,2;2798,2;1486,2;2741,9;0,9189;21,236;0;20,809;0;98,673;98,673
11/01/90 14:00;287,03;254,24;2868,3;1555,4;2811,1;0,8298;19,173;0;18,791;0;98,688;98,688
11/01/90 15:00;244,58;199,4;2190,9;886,17;2141,9;0,742;17,187;0;16,802;0;98,502;98,502
11/01/90 16:00;147,59;66,369;675,22;0;641,13;0,368;8,7775;0;8,3343;0;96,743;96,743
11/01/90 17:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
11/01/90 18:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
11/01/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
11/01/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
11/01/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
11/01/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
11/01/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
12/01/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
12/01/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
12/01/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
12/01/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
12/01/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
12/01/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
12/01/90 06:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
12/01/90 07:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
12/01/90 08:00;164,21;98,383;1004,6;0;967,66;0,4993;11,738;0;11,307;0;97,577;97,577
12/01/90 09:00;308,43;249,17;2627,8;1317,9;2573,7;0,707;16,347;0;16,01;0;98,633;98,633
12/01/90 10:00;247,22;218,4;2545,1;1236,2;2491,9;0,854;19,752;0;19,34;0;98,611;98,611
12/01/90 11:00;397,8;358,32;4237,8;2905,9;4161,6;0,8864;20,44;0;20,072;0;98,881;98,881
12/01/90 12:00;593,56;549,45;6413,2;5042,4;6298,1;0,899;20,73;0;20,358;0;99;99
12/01/90 13:00;725,79;665,65;7126,7;5739,6;6995,3;0,8166;18,84;0;18,492;0;99;99
12/01/90 14:00;618,48;555,07;5072,5;3727,2;4982,9;0,6826;15,736;0;15,458;0;98,948;98,948
12/01/90 15:00;326,57;263,77;2697,5;1386,8;2642,5;0,6856;15,848;0;15,525;0;98,65;98,65
12/01/90 16:00;100,07;54,199;596,77;0;563,33;0,4769;11,442;0;10,801;0;96,409;96,409
12/01/90 17:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
12/01/90 18:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
12/01/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
12/01/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
12/01/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
12/01/90 22:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
12/01/90 23:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
13/01/90 00:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
13/01/90 01:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
13/01/90 02:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
13/01/90 03:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
13/01/90 04:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
13/01/90 05:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
13/01/90 06:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
13/01/90 07:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
13/01/90 08:00;257,64;143,67;1276,9;0;1237,5;0,4069;9,5095;0;9,2154;0;97,941;97,941
13/01/90 09:00;507,45;405,4;3862,8;2536,5;3792,2;0,6332;14,605;0;14,338;0;98,842;98,842
13/01/90 10:00;709,26;637,75;5812,9;4454,6;5710,3;0,6821;15,725;0;15,447;0;98,991;98,991
13/01/90 11:00;827,76;760,91;8099;6688,1;7943,8;0,8131;18,773;0;18,413;0;99;99
13/01/90 12:00;873,96;819,03;9165,7;7726,5;8982,2;0,8708;20,122;0;19,719;0;99;99
13/01/90 13:00;833,8;767,01;8124,7;6713;7968,8;0,8097;18,696;0;18,337;0;99;99
13/01/90 14:00;712,63;640,79;5786,9;4429,1;5684,8;0,6759;15,581;0;15,306;0;98,989;98,989
13/01/90 15:00;508,89;408,73;3801,9;2476,5;3732,2;0,6214;14,334;0;14,071;0;98,835;98,835
13/01/90 16:00;264,16;109,87;973,91;0;937,22;0,3006;7,0736;0;6,8072;0;97,523;97,523
13/01/90 17:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
13/01/90 18:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
13/01/90 19:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
13/01/90 20:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
13/01/90 21:00;0;0;0;-11,825;0;0;0;0;0;0;0;0
